track_ids,track_names,artists,first_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,mood
50ZFpw2wS6ERvLmW8TINhq,Beg for You (feat. Rina Sawayama),"['Charli XCX', 'Rina Sawayama']",Charli XCX,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,audio_features,50ZFpw2wS6ERvLmW8TINhq,spotify:track:50ZFpw2wS6ERvLmW8TINhq,https://api.spotify.com/v1/tracks/50ZFpw2wS6ERvLmW8TINhq,https://api.spotify.com/v1/audio-analysis/50ZFpw2wS6ERvLmW8TINhq,168053,4,Happy
7qhFWlQpahKJT9LcL6qTH4,Disco Inferno,"['Syzz', 'Nora Van Elken']",Syzz,0.764,0.84,5,-4.311,1,0.0596,0.00834,0.0777,0.0911,0.67,126.03,audio_features,7qhFWlQpahKJT9LcL6qTH4,spotify:track:7qhFWlQpahKJT9LcL6qTH4,https://api.spotify.com/v1/tracks/7qhFWlQpahKJT9LcL6qTH4,https://api.spotify.com/v1/audio-analysis/7qhFWlQpahKJT9LcL6qTH4,131474,4,Happy
1TytykMo9zFzNdRbqTxfep,Feels This Good,"['Sigala', 'Mae Muller', 'Caity Baser', 'Stefflon Don']",Sigala,0.629,0.917,6,-2.095,0,0.0964,0.0273,0.0,0.521,0.627,124.024,audio_features,1TytykMo9zFzNdRbqTxfep,spotify:track:1TytykMo9zFzNdRbqTxfep,https://api.spotify.com/v1/tracks/1TytykMo9zFzNdRbqTxfep,https://api.spotify.com/v1/audio-analysis/1TytykMo9zFzNdRbqTxfep,190609,4,Happy
7Iv0928rZ28KjivhAJPqfC,Love On You (feat. Griff Clawson),"['The Magician', 'A-Trak', 'Griff Clawson']",The Magician,0.765,0.672,11,-8.114,1,0.0377,0.00948,0.348,0.343,0.342,126.02,audio_features,7Iv0928rZ28KjivhAJPqfC,spotify:track:7Iv0928rZ28KjivhAJPqfC,https://api.spotify.com/v1/tracks/7Iv0928rZ28KjivhAJPqfC,https://api.spotify.com/v1/audio-analysis/7Iv0928rZ28KjivhAJPqfC,170197,4,Happy
1BMFet4vUoOgpLYIl3kVMQ,Coma Cat - Purple Disco Machine Re-Work,"['Tensnake', 'Purple Disco Machine']",Tensnake,0.653,0.978,9,-4.868,0,0.0589,0.0151,0.714,0.309,0.756,122.017,audio_features,1BMFet4vUoOgpLYIl3kVMQ,spotify:track:1BMFet4vUoOgpLYIl3kVMQ,https://api.spotify.com/v1/tracks/1BMFet4vUoOgpLYIl3kVMQ,https://api.spotify.com/v1/audio-analysis/1BMFet4vUoOgpLYIl3kVMQ,208545,4,Happy
4KqA0GwEKbc96WyfIZn3SV,Those Eyes,"['ARTY', 'Griff Clawson']",ARTY,0.727,0.822,5,-4.481,0,0.0471,0.0698,0.000175,0.408,0.855,118.092,audio_features,4KqA0GwEKbc96WyfIZn3SV,spotify:track:4KqA0GwEKbc96WyfIZn3SV,https://api.spotify.com/v1/tracks/4KqA0GwEKbc96WyfIZn3SV,https://api.spotify.com/v1/audio-analysis/4KqA0GwEKbc96WyfIZn3SV,162787,4,Happy
1Rndhv6jSNOtPMddRd0AGT,Rain,"['Todd Edwards', 'Shermanology', 'Rudimental']",Todd Edwards,0.769,0.746,1,-7.918,0,0.0393,0.0651,0.00415,0.113,0.494,129.983,audio_features,1Rndhv6jSNOtPMddRd0AGT,spotify:track:1Rndhv6jSNOtPMddRd0AGT,https://api.spotify.com/v1/tracks/1Rndhv6jSNOtPMddRd0AGT,https://api.spotify.com/v1/audio-analysis/1Rndhv6jSNOtPMddRd0AGT,188308,4,Happy
102rhgJ5PEFt62e0PumSF2,Shadow,"['Syn Cole', 'Alida']",Syn Cole,0.786,0.718,0,-6.292,0,0.04,0.00519,0.000977,0.127,0.525,123.951,audio_features,102rhgJ5PEFt62e0PumSF2,spotify:track:102rhgJ5PEFt62e0PumSF2,https://api.spotify.com/v1/tracks/102rhgJ5PEFt62e0PumSF2,https://api.spotify.com/v1/audio-analysis/102rhgJ5PEFt62e0PumSF2,166573,4,Happy
3pBv3LfvfPft2TqHleqKHo,Call On Me (feat. Georgia Ku),"['Sam Feldt', 'Georgia Ku']",Sam Feldt,0.662,0.794,6,-4.239,1,0.0533,0.171,0.0,0.0883,0.641,104.951,audio_features,3pBv3LfvfPft2TqHleqKHo,spotify:track:3pBv3LfvfPft2TqHleqKHo,https://api.spotify.com/v1/tracks/3pBv3LfvfPft2TqHleqKHo,https://api.spotify.com/v1/audio-analysis/3pBv3LfvfPft2TqHleqKHo,192000,4,Happy
1TRmgkGE0EdfjjAovbMpTk,Stop Loving You,['Don Diablo'],Don Diablo,0.61,0.916,5,-3.968,1,0.036,0.055,0.00182,0.275,0.143,122.949,audio_features,1TRmgkGE0EdfjjAovbMpTk,spotify:track:1TRmgkGE0EdfjjAovbMpTk,https://api.spotify.com/v1/tracks/1TRmgkGE0EdfjjAovbMpTk,https://api.spotify.com/v1/audio-analysis/1TRmgkGE0EdfjjAovbMpTk,169504,4,Happy
5d3Wbdgw3zIf8B5eGXznLL,Pyramids,"['Otto Knows', 'Alex Aris']",Otto Knows,0.692,0.845,7,-5.928,0,0.0543,0.0116,0.0639,0.35,0.158,123.014,audio_features,5d3Wbdgw3zIf8B5eGXznLL,spotify:track:5d3Wbdgw3zIf8B5eGXznLL,https://api.spotify.com/v1/tracks/5d3Wbdgw3zIf8B5eGXznLL,https://api.spotify.com/v1/audio-analysis/5d3Wbdgw3zIf8B5eGXznLL,232683,4,Happy
7hmdTvWQgw2p8aG26MIdCO,Good Feeling (feat. Rhys Lewis),"['Bakermat', 'Rhys Lewis']",Bakermat,0.641,0.788,5,-5.817,1,0.05,0.149,0.0,0.0943,0.782,147.947,audio_features,7hmdTvWQgw2p8aG26MIdCO,spotify:track:7hmdTvWQgw2p8aG26MIdCO,https://api.spotify.com/v1/tracks/7hmdTvWQgw2p8aG26MIdCO,https://api.spotify.com/v1/audio-analysis/7hmdTvWQgw2p8aG26MIdCO,214943,4,Happy
2KN5wY5R4gXbka8wB2kXh8,Be My One,"['Sonny Fodera', 'KOLIDESCOPES', 'Hayley May']",Sonny Fodera,0.666,0.906,0,-4.938,1,0.0446,0.0196,0.000346,0.0947,0.659,120.94,audio_features,2KN5wY5R4gXbka8wB2kXh8,spotify:track:2KN5wY5R4gXbka8wB2kXh8,https://api.spotify.com/v1/tracks/2KN5wY5R4gXbka8wB2kXh8,https://api.spotify.com/v1/audio-analysis/2KN5wY5R4gXbka8wB2kXh8,142335,4,Happy
1gRBmiwyf7vRj2MNRvngqQ,Burning My Bridges,['CLMD'],CLMD,0.853,0.804,7,-4.829,1,0.0497,0.0323,1.54e-06,0.177,0.29,120.03,audio_features,1gRBmiwyf7vRj2MNRvngqQ,spotify:track:1gRBmiwyf7vRj2MNRvngqQ,https://api.spotify.com/v1/tracks/1gRBmiwyf7vRj2MNRvngqQ,https://api.spotify.com/v1/audio-analysis/1gRBmiwyf7vRj2MNRvngqQ,188000,4,Happy
20b1ZBMGOZjuGvNFncIIP7,Time to Groove (feat. Nonô),"['Majestic', 'Nonô']",Majestic,0.624,0.94,11,-3.671,0,0.163,0.000983,0.00409,0.313,0.882,128.014,audio_features,20b1ZBMGOZjuGvNFncIIP7,spotify:track:20b1ZBMGOZjuGvNFncIIP7,https://api.spotify.com/v1/tracks/20b1ZBMGOZjuGvNFncIIP7,https://api.spotify.com/v1/audio-analysis/20b1ZBMGOZjuGvNFncIIP7,146849,4,Happy
0KG7XrgM20KEmJrKsyFDAm,Let You Go,"['Diplo', 'TSHA', 'Kareen Lomax']",Diplo,0.584,0.955,7,-4.197,0,0.0507,0.101,0.00243,0.092,0.486,128.04,audio_features,0KG7XrgM20KEmJrKsyFDAm,spotify:track:0KG7XrgM20KEmJrKsyFDAm,https://api.spotify.com/v1/tracks/0KG7XrgM20KEmJrKsyFDAm,https://api.spotify.com/v1/audio-analysis/0KG7XrgM20KEmJrKsyFDAm,234375,4,Happy
1IYlFAw4SThAoRx5DWwAjT,Heart Still Beating,"['Nathan Dawe', 'Bebe Rexha']",Nathan Dawe,0.566,0.689,11,-5.326,0,0.119,0.0914,0.0,0.0991,0.337,140.163,audio_features,1IYlFAw4SThAoRx5DWwAjT,spotify:track:1IYlFAw4SThAoRx5DWwAjT,https://api.spotify.com/v1/tracks/1IYlFAw4SThAoRx5DWwAjT,https://api.spotify.com/v1/audio-analysis/1IYlFAw4SThAoRx5DWwAjT,149163,4,Happy
326yOKaTPs91elL1KW794F,Life's Too Short,"['Two Friends', 'FITZ']",Two Friends,0.648,0.795,0,-5.67,1,0.0433,0.0275,0.0,0.113,0.364,100.032,audio_features,326yOKaTPs91elL1KW794F,spotify:track:326yOKaTPs91elL1KW794F,https://api.spotify.com/v1/tracks/326yOKaTPs91elL1KW794F,https://api.spotify.com/v1/audio-analysis/326yOKaTPs91elL1KW794F,211011,4,Happy
0cTDPvlLlj1T3WwUMzX6Uq,Sometimes,['Shermanology'],Shermanology,0.763,0.684,11,-6.776,1,0.136,0.0756,0.000182,0.19,0.745,129.063,audio_features,0cTDPvlLlj1T3WwUMzX6Uq,spotify:track:0cTDPvlLlj1T3WwUMzX6Uq,https://api.spotify.com/v1/tracks/0cTDPvlLlj1T3WwUMzX6Uq,https://api.spotify.com/v1/audio-analysis/0cTDPvlLlj1T3WwUMzX6Uq,175834,4,Happy
2w1rG2MPE4vF77znvevuz5,Who Do You Love,"['ARTY', 'Rozzi']",ARTY,0.537,0.964,5,-2.677,0,0.0552,0.018,0.00138,0.16,0.509,125.992,audio_features,2w1rG2MPE4vF77znvevuz5,spotify:track:2w1rG2MPE4vF77znvevuz5,https://api.spotify.com/v1/tracks/2w1rG2MPE4vF77znvevuz5,https://api.spotify.com/v1/audio-analysis/2w1rG2MPE4vF77znvevuz5,208254,4,Happy
3K1RnBxBkrMwoBE8gC63eY,All Ur Luv,"['Wavedash', 'Madeon', 'Toro y Moi']",Wavedash,0.714,0.811,0,-3.69,0,0.107,0.0892,0.0,0.0979,0.736,115.0,audio_features,3K1RnBxBkrMwoBE8gC63eY,spotify:track:3K1RnBxBkrMwoBE8gC63eY,https://api.spotify.com/v1/tracks/3K1RnBxBkrMwoBE8gC63eY,https://api.spotify.com/v1/audio-analysis/3K1RnBxBkrMwoBE8gC63eY,161772,4,Happy
1BXAyGazbybUVNQ0VmGsdl,Free Yourself,['Jessie Ware'],Jessie Ware,0.688,0.91,0,-4.496,0,0.0456,0.00286,1.07e-05,0.129,0.77,119.024,audio_features,1BXAyGazbybUVNQ0VmGsdl,spotify:track:1BXAyGazbybUVNQ0VmGsdl,https://api.spotify.com/v1/tracks/1BXAyGazbybUVNQ0VmGsdl,https://api.spotify.com/v1/audio-analysis/1BXAyGazbybUVNQ0VmGsdl,234493,4,Happy
2c0dsTO43eKPOjdNvcgkkj,Not Alone,"['Don Diablo', 'Azteck']",Don Diablo,0.6,0.833,0,-5.483,1,0.14,0.0283,0.0,0.472,0.426,138.061,audio_features,2c0dsTO43eKPOjdNvcgkkj,spotify:track:2c0dsTO43eKPOjdNvcgkkj,https://api.spotify.com/v1/tracks/2c0dsTO43eKPOjdNvcgkkj,https://api.spotify.com/v1/audio-analysis/2c0dsTO43eKPOjdNvcgkkj,160870,4,Happy
5PY9fTLp4MPXsbeRouS8gd,More Love (feat. Secondcity),"['Noizu', 'Secondcity']",Noizu,0.572,0.951,6,-4.566,0,0.0504,0.00373,0.0529,0.318,0.276,123.984,audio_features,5PY9fTLp4MPXsbeRouS8gd,spotify:track:5PY9fTLp4MPXsbeRouS8gd,https://api.spotify.com/v1/tracks/5PY9fTLp4MPXsbeRouS8gd,https://api.spotify.com/v1/audio-analysis/5PY9fTLp4MPXsbeRouS8gd,191613,4,Happy
2gTF3yPxvDpW2EAYbOVeIt,JOY (God Only Knows),['Joy Anonymous'],Joy Anonymous,0.48,0.951,2,-3.659,1,0.246,0.0938,0.0139,0.191,0.61,131.93,audio_features,2gTF3yPxvDpW2EAYbOVeIt,spotify:track:2gTF3yPxvDpW2EAYbOVeIt,https://api.spotify.com/v1/tracks/2gTF3yPxvDpW2EAYbOVeIt,https://api.spotify.com/v1/audio-analysis/2gTF3yPxvDpW2EAYbOVeIt,266907,4,Happy
2ODIVQXwaezpchs1LGE4CV,Good Morning (feat. YOU),"['Timmy Trumpet', 'Alle Farben', 'YOU']",Timmy Trumpet,0.633,0.901,6,-6.741,1,0.0474,0.00484,0.21,0.357,0.506,130.058,audio_features,2ODIVQXwaezpchs1LGE4CV,spotify:track:2ODIVQXwaezpchs1LGE4CV,https://api.spotify.com/v1/tracks/2ODIVQXwaezpchs1LGE4CV,https://api.spotify.com/v1/audio-analysis/2ODIVQXwaezpchs1LGE4CV,175033,4,Happy
0KU8W0lHfsNlH7lfV1dz29,Gratitude,"['Above & Beyond', 'anamē', 'Marty Longstaff']",Above & Beyond,0.521,0.927,10,-4.63,1,0.036,0.00307,0.0138,0.125,0.0429,128.05,audio_features,0KU8W0lHfsNlH7lfV1dz29,spotify:track:0KU8W0lHfsNlH7lfV1dz29,https://api.spotify.com/v1/tracks/0KU8W0lHfsNlH7lfV1dz29,https://api.spotify.com/v1/audio-analysis/0KU8W0lHfsNlH7lfV1dz29,233620,4,Happy
5kVXjAxYDkN57tZQi0JKya,You've Got To Let Go If You Want To Be Free,"['Disclosure', 'Zedd']",Disclosure,0.658,0.908,4,-8.071,0,0.186,0.0335,0.0198,0.221,0.45,123.92,audio_features,5kVXjAxYDkN57tZQi0JKya,spotify:track:5kVXjAxYDkN57tZQi0JKya,https://api.spotify.com/v1/tracks/5kVXjAxYDkN57tZQi0JKya,https://api.spotify.com/v1/audio-analysis/5kVXjAxYDkN57tZQi0JKya,253787,4,Happy
4T5SR1krNuVLOnxSjYb8nW,"Fun, Fun, Fun",['The Beach Boys'],The Beach Boys,0.52,0.701,3,-8.953,1,0.0345,0.222,0.0,0.107,0.965,154.177,audio_features,4T5SR1krNuVLOnxSjYb8nW,spotify:track:4T5SR1krNuVLOnxSjYb8nW,https://api.spotify.com/v1/tracks/4T5SR1krNuVLOnxSjYb8nW,https://api.spotify.com/v1/audio-analysis/4T5SR1krNuVLOnxSjYb8nW,136760,4,Happy
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,['Van Morrison'],Van Morrison,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4,Happy
5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,['Billy Joel'],Billy Joel,0.701,0.944,4,-2.986,1,0.0455,0.0755,0.0,0.601,0.792,128.993,audio_features,5zA8vzDGqPl2AzZkEYQGKh,spotify:track:5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/tracks/5zA8vzDGqPl2AzZkEYQGKh,https://api.spotify.com/v1/audio-analysis/5zA8vzDGqPl2AzZkEYQGKh,197707,4,Happy
36oetAab3pKoxcKuFhvSVo,Your Mama Don't Dance,['Loggins & Messina'],Loggins & Messina,0.539,0.612,0,-12.671,1,0.0351,0.167,8.67e-05,0.102,0.967,146.762,audio_features,36oetAab3pKoxcKuFhvSVo,spotify:track:36oetAab3pKoxcKuFhvSVo,https://api.spotify.com/v1/tracks/36oetAab3pKoxcKuFhvSVo,https://api.spotify.com/v1/audio-analysis/36oetAab3pKoxcKuFhvSVo,168200,4,Happy
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",['Simon & Garfunkel'],Simon & Garfunkel,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,0iOZM63lendWRTTeKhZBSC,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4,Happy
54eZmuggBFJbV7k248bTTt,A Horse with No Name,"['America', 'George Martin']",America,0.653,0.507,11,-17.18,0,0.0534,0.687,0.0147,0.155,0.831,123.188,audio_features,54eZmuggBFJbV7k248bTTt,spotify:track:54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/tracks/54eZmuggBFJbV7k248bTTt,https://api.spotify.com/v1/audio-analysis/54eZmuggBFJbV7k248bTTt,252240,4,Happy
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),['Looking Glass'],Looking Glass,0.716,0.625,1,-11.369,0,0.0601,0.396,1.97e-05,0.134,0.826,125.276,audio_features,2BY7ALEWdloFHgQZG6VMLA,spotify:track:2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/tracks/2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/audio-analysis/2BY7ALEWdloFHgQZG6VMLA,186827,4,Happy
1fDsrQ23eTAVFElUMaf38X,American Pie,['Don McLean'],Don McLean,0.529,0.482,4,-11.709,0,0.0599,0.7,0.0,0.0842,0.492,138.453,audio_features,1fDsrQ23eTAVFElUMaf38X,spotify:track:1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/tracks/1fDsrQ23eTAVFElUMaf38X,https://api.spotify.com/v1/audio-analysis/1fDsrQ23eTAVFElUMaf38X,516893,4,Happy
2DnJjbjNTV9Nd5NOa1KGba,You're So Vain,['Carly Simon'],Carly Simon,0.66,0.68,0,-8.18,1,0.0313,0.153,6.7e-06,0.0784,0.671,106.187,audio_features,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,258411,4,Happy
7gSQv1OHpkIoAdUiRLdmI6,I Won't Back Down,['Tom Petty'],Tom Petty,0.766,0.478,7,-13.487,1,0.0329,0.0513,2.49e-06,0.165,0.965,114.02,audio_features,7gSQv1OHpkIoAdUiRLdmI6,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,https://api.spotify.com/v1/tracks/7gSQv1OHpkIoAdUiRLdmI6,https://api.spotify.com/v1/audio-analysis/7gSQv1OHpkIoAdUiRLdmI6,178360,4,Happy
2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,['Jimi Hendrix'],Jimi Hendrix,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,audio_features,2aoo2jlRnM3A0NyLQqMN2f,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/tracks/2aoo2jlRnM3A0NyLQqMN2f,https://api.spotify.com/v1/audio-analysis/2aoo2jlRnM3A0NyLQqMN2f,240800,4,Happy
1hQFF33xi8ruavZNyovtUN,"December, 1963 (Oh What a Night!)",['Frankie Valli & The Four Seasons'],Frankie Valli & The Four Seasons,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,audio_features,1hQFF33xi8ruavZNyovtUN,spotify:track:1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/tracks/1hQFF33xi8ruavZNyovtUN,https://api.spotify.com/v1/audio-analysis/1hQFF33xi8ruavZNyovtUN,197147,4,Happy
6WCeFNVAXUtNczb7lqLiZU,Crocodile Rock,['Elton John'],Elton John,0.621,0.8,4,-7.284,0,0.0344,0.0264,1.53e-05,0.059,0.968,149.908,audio_features,6WCeFNVAXUtNczb7lqLiZU,spotify:track:6WCeFNVAXUtNczb7lqLiZU,https://api.spotify.com/v1/tracks/6WCeFNVAXUtNczb7lqLiZU,https://api.spotify.com/v1/audio-analysis/6WCeFNVAXUtNczb7lqLiZU,235440,4,Happy
35ItUJlMtjOQW3SSiTCrrw,Crazy Little Thing Called Love - Remastered 2011,['Queen'],Queen,0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,audio_features,35ItUJlMtjOQW3SSiTCrrw,spotify:track:35ItUJlMtjOQW3SSiTCrrw,https://api.spotify.com/v1/tracks/35ItUJlMtjOQW3SSiTCrrw,https://api.spotify.com/v1/audio-analysis/35ItUJlMtjOQW3SSiTCrrw,163373,4,Happy
6QhXQOpyYvbpdbyjgAqKdY,Cecilia,['Simon & Garfunkel'],Simon & Garfunkel,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,audio_features,6QhXQOpyYvbpdbyjgAqKdY,spotify:track:6QhXQOpyYvbpdbyjgAqKdY,https://api.spotify.com/v1/tracks/6QhXQOpyYvbpdbyjgAqKdY,https://api.spotify.com/v1/audio-analysis/6QhXQOpyYvbpdbyjgAqKdY,174827,4,Happy
4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,['Tracy Chapman'],Tracy Chapman,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,audio_features,4vDBJeeQCbhP9FaPPMsYkY,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/tracks/4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/audio-analysis/4vDBJeeQCbhP9FaPPMsYkY,268333,4,Happy
2yBVeksU2EtrPJbTu4ZslK,What a Fool Believes,['The Doobie Brothers'],The Doobie Brothers,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,audio_features,2yBVeksU2EtrPJbTu4ZslK,spotify:track:2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/tracks/2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/audio-analysis/2yBVeksU2EtrPJbTu4ZslK,223867,4,Happy
5VSAonaAPhhGn0G7hMYwWK,Sister Golden Hair,['America'],America,0.441,0.546,4,-12.222,1,0.0336,0.13,0.000144,0.109,0.718,134.752,audio_features,5VSAonaAPhhGn0G7hMYwWK,spotify:track:5VSAonaAPhhGn0G7hMYwWK,https://api.spotify.com/v1/tracks/5VSAonaAPhhGn0G7hMYwWK,https://api.spotify.com/v1/audio-analysis/5VSAonaAPhhGn0G7hMYwWK,199573,4,Happy
4ZoBC5MhSEzuknIgAkBaoT,My Life,['Billy Joel'],Billy Joel,0.741,0.647,2,-12.878,1,0.0427,0.108,0.00139,0.0555,0.804,131.097,audio_features,4ZoBC5MhSEzuknIgAkBaoT,spotify:track:4ZoBC5MhSEzuknIgAkBaoT,https://api.spotify.com/v1/tracks/4ZoBC5MhSEzuknIgAkBaoT,https://api.spotify.com/v1/audio-analysis/4ZoBC5MhSEzuknIgAkBaoT,284000,4,Happy
7MRyJPksH3G2cXHN8UKYzP,American Girl,['Tom Petty and the Heartbreakers'],Tom Petty and the Heartbreakers,0.55,0.824,2,-5.988,1,0.0334,0.448,0.000127,0.366,0.777,114.512,audio_features,7MRyJPksH3G2cXHN8UKYzP,spotify:track:7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/tracks/7MRyJPksH3G2cXHN8UKYzP,https://api.spotify.com/v1/audio-analysis/7MRyJPksH3G2cXHN8UKYzP,214733,4,Happy
6gXrEUzibufX9xYPk3HD5p,Life in the Fast Lane - 2013 Remaster,['Eagles'],Eagles,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,audio_features,6gXrEUzibufX9xYPk3HD5p,spotify:track:6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/tracks/6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/audio-analysis/6gXrEUzibufX9xYPk3HD5p,286220,4,Happy
6vxHp3CDNo0afgKGp2yi1E,Me and Julio Down by the Schoolyard,['Paul Simon'],Paul Simon,0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,audio_features,6vxHp3CDNo0afgKGp2yi1E,spotify:track:6vxHp3CDNo0afgKGp2yi1E,https://api.spotify.com/v1/tracks/6vxHp3CDNo0afgKGp2yi1E,https://api.spotify.com/v1/audio-analysis/6vxHp3CDNo0afgKGp2yi1E,164813,4,Happy
3AhXZa8sUQht0UEdBJgpGc,Like a Rolling Stone,['Bob Dylan'],Bob Dylan,0.482,0.721,0,-6.839,1,0.0321,0.731,0.0,0.189,0.557,95.263,audio_features,3AhXZa8sUQht0UEdBJgpGc,spotify:track:3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/tracks/3AhXZa8sUQht0UEdBJgpGc,https://api.spotify.com/v1/audio-analysis/3AhXZa8sUQht0UEdBJgpGc,369600,4,Happy
5gOd6zDC8vhlYjqbQdJVWP,Baker Street,['Gerry Rafferty'],Gerry Rafferty,0.497,0.349,7,-14.0,1,0.0297,0.0929,0.028,0.259,0.421,113.762,audio_features,5gOd6zDC8vhlYjqbQdJVWP,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/tracks/5gOd6zDC8vhlYjqbQdJVWP,https://api.spotify.com/v1/audio-analysis/5gOd6zDC8vhlYjqbQdJVWP,365627,4,Happy
2r008pcfVYc0zgQvSRqUJE,I'd Really Love to See You Tonight,['England Dan & John Ford Coley'],England Dan & John Ford Coley,0.62,0.556,5,-12.044,1,0.0336,0.184,0.0,0.301,0.592,119.172,audio_features,2r008pcfVYc0zgQvSRqUJE,spotify:track:2r008pcfVYc0zgQvSRqUJE,https://api.spotify.com/v1/tracks/2r008pcfVYc0zgQvSRqUJE,https://api.spotify.com/v1/audio-analysis/2r008pcfVYc0zgQvSRqUJE,159107,4,Happy
1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,['John Denver'],John Denver,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,audio_features,1ne9wOtDF2jM6Cm8WBkaER,spotify:track:1ne9wOtDF2jM6Cm8WBkaER,https://api.spotify.com/v1/tracks/1ne9wOtDF2jM6Cm8WBkaER,https://api.spotify.com/v1/audio-analysis/1ne9wOtDF2jM6Cm8WBkaER,283640,4,Happy
1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young,['Billy Joel'],Billy Joel,0.579,0.872,0,-6.126,1,0.159,0.159,0.0,0.0935,0.761,76.214,audio_features,1xOXXYh6lTW8laxlW7JP2J,spotify:track:1xOXXYh6lTW8laxlW7JP2J,https://api.spotify.com/v1/tracks/1xOXXYh6lTW8laxlW7JP2J,https://api.spotify.com/v1/audio-analysis/1xOXXYh6lTW8laxlW7JP2J,235560,4,Happy
7FXuCkl1kfxwS5icDjTwbM,Hard to Handle,['Otis Redding'],Otis Redding,0.666,0.55,10,-8.672,1,0.0612,0.573,1.84e-06,0.122,0.961,95.552,audio_features,7FXuCkl1kfxwS5icDjTwbM,spotify:track:7FXuCkl1kfxwS5icDjTwbM,https://api.spotify.com/v1/tracks/7FXuCkl1kfxwS5icDjTwbM,https://api.spotify.com/v1/audio-analysis/7FXuCkl1kfxwS5icDjTwbM,141000,4,Happy
5c33j1xFVOL4G24zxYhssB,This Old Heart Of Mine (Is Weak For You),['The Isley Brothers'],The Isley Brothers,0.632,0.59,5,-10.206,1,0.0305,0.346,0.0,0.24,0.953,130.287,audio_features,5c33j1xFVOL4G24zxYhssB,spotify:track:5c33j1xFVOL4G24zxYhssB,https://api.spotify.com/v1/tracks/5c33j1xFVOL4G24zxYhssB,https://api.spotify.com/v1/audio-analysis/5c33j1xFVOL4G24zxYhssB,172733,4,Happy
