danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,audio_features,3kZC0ZmFWrEHdUCmUqlvgZ,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,https://api.spotify.com/v1/tracks/3kZC0ZmFWrEHdUCmUqlvgZ,https://api.spotify.com/v1/audio-analysis/3kZC0ZmFWrEHdUCmUqlvgZ,189187,4
0.454,0.385,10,-12.849,1,0.0313,0.287,9.97e-05,0.0616,0.144,154.918,audio_features,71BWZa1liIRyUiuJ3MB66o,spotify:track:71BWZa1liIRyUiuJ3MB66o,https://api.spotify.com/v1/tracks/71BWZa1liIRyUiuJ3MB66o,https://api.spotify.com/v1/audio-analysis/71BWZa1liIRyUiuJ3MB66o,251667,4
0.505,0.327,10,-12.509,1,0.0296,0.894,0.0416,0.102,0.311,139.854,audio_features,6AVxU4b0LAUVG1jkc6HFaN,spotify:track:6AVxU4b0LAUVG1jkc6HFaN,https://api.spotify.com/v1/tracks/6AVxU4b0LAUVG1jkc6HFaN,https://api.spotify.com/v1/audio-analysis/6AVxU4b0LAUVG1jkc6HFaN,237267,3
0.538,0.419,10,-9.705,1,0.0353,0.777,0.329,0.0967,0.529,99.622,audio_features,5nVE45ithgyVocZp5XLAk6,spotify:track:5nVE45ithgyVocZp5XLAk6,https://api.spotify.com/v1/tracks/5nVE45ithgyVocZp5XLAk6,https://api.spotify.com/v1/audio-analysis/5nVE45ithgyVocZp5XLAk6,228460,4
0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3
0.696,0.0867,7,-25.203,1,0.0418,0.988,0.922,0.108,0.349,129.989,audio_features,0Z94dtWElamDwU4NrcGoUR,spotify:track:0Z94dtWElamDwU4NrcGoUR,https://api.spotify.com/v1/tracks/0Z94dtWElamDwU4NrcGoUR,https://api.spotify.com/v1/audio-analysis/0Z94dtWElamDwU4NrcGoUR,98750,4
0.377,0.44,4,-11.878,1,0.0325,0.931,0.0196,0.105,0.224,128.999,audio_features,5BN59BDczcpxstFKILIH0q,spotify:track:5BN59BDczcpxstFKILIH0q,https://api.spotify.com/v1/tracks/5BN59BDczcpxstFKILIH0q,https://api.spotify.com/v1/audio-analysis/5BN59BDczcpxstFKILIH0q,241640,3
0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,audio_features,3pRaLNL3b8x5uBOcsgvdqM,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827,3
0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,audio_features,0UV5zxRMz6AO4ZwUOZNIKI,spotify:track:0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/tracks/0UV5zxRMz6AO4ZwUOZNIKI,https://api.spotify.com/v1/audio-analysis/0UV5zxRMz6AO4ZwUOZNIKI,234800,4
0.657,0.452,8,-10.239,1,0.0378,0.0767,0.00739,0.139,0.295,117.641,audio_features,43rGLaawHXspfnWtBCoAQg,spotify:track:43rGLaawHXspfnWtBCoAQg,https://api.spotify.com/v1/tracks/43rGLaawHXspfnWtBCoAQg,https://api.spotify.com/v1/audio-analysis/43rGLaawHXspfnWtBCoAQg,149324,4
0.366,0.47,0,-10.57,1,0.031,0.817,0.00206,0.108,0.429,156.037,audio_features,6INztpNwOTlfSKTuPo0HOP,spotify:track:6INztpNwOTlfSKTuPo0HOP,https://api.spotify.com/v1/tracks/6INztpNwOTlfSKTuPo0HOP,https://api.spotify.com/v1/audio-analysis/6INztpNwOTlfSKTuPo0HOP,267773,3
0.622,0.621,5,-6.49,1,0.041,0.449,6.04e-05,0.245,0.525,72.566,audio_features,6LNHrPKYu1kZXhIiOWzHea,spotify:track:6LNHrPKYu1kZXhIiOWzHea,https://api.spotify.com/v1/tracks/6LNHrPKYu1kZXhIiOWzHea,https://api.spotify.com/v1/audio-analysis/6LNHrPKYu1kZXhIiOWzHea,224080,4
0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,audio_features,4HbeGjbt7u3pvwDk1vN7P0,spotify:track:4HbeGjbt7u3pvwDk1vN7P0,https://api.spotify.com/v1/tracks/4HbeGjbt7u3pvwDk1vN7P0,https://api.spotify.com/v1/audio-analysis/4HbeGjbt7u3pvwDk1vN7P0,248965,5
0.645,0.144,11,-13.969,1,0.033,0.896,7.1e-05,0.174,0.333,93.08,audio_features,2PehCKKeDxSVeOnkLuhp5l,spotify:track:2PehCKKeDxSVeOnkLuhp5l,https://api.spotify.com/v1/tracks/2PehCKKeDxSVeOnkLuhp5l,https://api.spotify.com/v1/audio-analysis/2PehCKKeDxSVeOnkLuhp5l,259173,4
0.365,0.07,2,-17.095,1,0.0838,0.959,0.000977,0.111,0.443,174.053,audio_features,4zXuYQNDmw3dlauyc8q3Kd,spotify:track:4zXuYQNDmw3dlauyc8q3Kd,https://api.spotify.com/v1/tracks/4zXuYQNDmw3dlauyc8q3Kd,https://api.spotify.com/v1/audio-analysis/4zXuYQNDmw3dlauyc8q3Kd,99621,3
0.45,0.323,0,-9.376,1,0.0304,0.753,0.0182,0.12,0.0511,119.858,audio_features,5U1OEoEW4xnalSAToamwZL,spotify:track:5U1OEoEW4xnalSAToamwZL,https://api.spotify.com/v1/tracks/5U1OEoEW4xnalSAToamwZL,https://api.spotify.com/v1/audio-analysis/5U1OEoEW4xnalSAToamwZL,285051,4
0.576,0.155,6,-14.405,1,0.0341,0.834,0.000137,0.0906,0.0946,109.843,audio_features,18UsAG7SfOQ5sxJEdjAMH0,spotify:track:18UsAG7SfOQ5sxJEdjAMH0,https://api.spotify.com/v1/tracks/18UsAG7SfOQ5sxJEdjAMH0,https://api.spotify.com/v1/audio-analysis/18UsAG7SfOQ5sxJEdjAMH0,256689,3
0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,audio_features,2ZWlPOoWh0626oTaHrnl2a,spotify:track:2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a,249191,4
0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,audio_features,46RNrAkGsqWTDrv2ZPOAbx,spotify:track:46RNrAkGsqWTDrv2ZPOAbx,https://api.spotify.com/v1/tracks/46RNrAkGsqWTDrv2ZPOAbx,https://api.spotify.com/v1/audio-analysis/46RNrAkGsqWTDrv2ZPOAbx,277677,3
0.418,0.264,3,-14.483,1,0.036,0.923,0.00149,0.13,0.134,112.05,audio_features,52TZItSmEl1Cb3Ai55Bwdi,spotify:track:52TZItSmEl1Cb3Ai55Bwdi,https://api.spotify.com/v1/tracks/52TZItSmEl1Cb3Ai55Bwdi,https://api.spotify.com/v1/audio-analysis/52TZItSmEl1Cb3Ai55Bwdi,328099,4
0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,audio_features,7H0ya83CMmgFcOhw0UB6ow,spotify:track:7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/tracks/7H0ya83CMmgFcOhw0UB6ow,https://api.spotify.com/v1/audio-analysis/7H0ya83CMmgFcOhw0UB6ow,320467,4
0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,audio_features,4S6PolgPZ5OLph314ww8Fg,spotify:track:4S6PolgPZ5OLph314ww8Fg,https://api.spotify.com/v1/tracks/4S6PolgPZ5OLph314ww8Fg,https://api.spotify.com/v1/audio-analysis/4S6PolgPZ5OLph314ww8Fg,221804,4
0.601,0.124,2,-18.301,1,0.083,0.802,3e-05,0.0565,0.314,103.63,audio_features,4PMvRfhHAx5j6Bb3XsFLoq,spotify:track:4PMvRfhHAx5j6Bb3XsFLoq,https://api.spotify.com/v1/tracks/4PMvRfhHAx5j6Bb3XsFLoq,https://api.spotify.com/v1/audio-analysis/4PMvRfhHAx5j6Bb3XsFLoq,271667,4
0.4,0.525,0,-11.294,1,0.0435,0.887,0.00543,0.117,0.408,146.977,audio_features,4AmcmraFjVzFb9SQDNTRyl,spotify:track:4AmcmraFjVzFb9SQDNTRyl,https://api.spotify.com/v1/tracks/4AmcmraFjVzFb9SQDNTRyl,https://api.spotify.com/v1/audio-analysis/4AmcmraFjVzFb9SQDNTRyl,253013,4
0.374,0.473,4,-5.636,1,0.0323,0.00522,0.00163,0.123,0.0398,148.946,audio_features,7iPlcFvOMOzt6v0QvcAueZ,spotify:track:7iPlcFvOMOzt6v0QvcAueZ,https://api.spotify.com/v1/tracks/7iPlcFvOMOzt6v0QvcAueZ,https://api.spotify.com/v1/audio-analysis/7iPlcFvOMOzt6v0QvcAueZ,314663,4
0.553,0.465,9,-9.664,1,0.0301,0.84,0.97,0.102,0.652,79.223,audio_features,6WlmEymaXKMRs3D2c4j6os,spotify:track:6WlmEymaXKMRs3D2c4j6os,https://api.spotify.com/v1/tracks/6WlmEymaXKMRs3D2c4j6os,https://api.spotify.com/v1/audio-analysis/6WlmEymaXKMRs3D2c4j6os,141040,4
0.486,0.5,6,-9.405,1,0.0241,0.375,0.918,0.103,0.369,95.917,audio_features,1VXm7mZBHT9PYav9LGWQlQ,spotify:track:1VXm7mZBHT9PYav9LGWQlQ,https://api.spotify.com/v1/tracks/1VXm7mZBHT9PYav9LGWQlQ,https://api.spotify.com/v1/audio-analysis/1VXm7mZBHT9PYav9LGWQlQ,292853,4
0.514,0.327,9,-11.702,1,0.0292,0.478,0.0015,0.215,0.265,148.004,audio_features,3hiuZQQ33aDnu4Xmmn8Lr7,spotify:track:3hiuZQQ33aDnu4Xmmn8Lr7,https://api.spotify.com/v1/tracks/3hiuZQQ33aDnu4Xmmn8Lr7,https://api.spotify.com/v1/audio-analysis/3hiuZQQ33aDnu4Xmmn8Lr7,182888,3
0.435,0.543,0,-7.667,1,0.0349,0.32,0.00278,0.0771,0.337,149.995,audio_features,6RmefriEmuqmToFqMlvwlF,spotify:track:6RmefriEmuqmToFqMlvwlF,https://api.spotify.com/v1/tracks/6RmefriEmuqmToFqMlvwlF,https://api.spotify.com/v1/audio-analysis/6RmefriEmuqmToFqMlvwlF,301579,4
0.331,0.121,9,-14.523,1,0.0392,0.952,0.000173,0.394,0.212,181.586,audio_features,7l6XeAZ3nkrSt1DmXaRXyi,spotify:track:7l6XeAZ3nkrSt1DmXaRXyi,https://api.spotify.com/v1/tracks/7l6XeAZ3nkrSt1DmXaRXyi,https://api.spotify.com/v1/audio-analysis/7l6XeAZ3nkrSt1DmXaRXyi,238427,3
0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,audio_features,6Kkt27YmFyIFrcX3QXFi2o,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/tracks/6Kkt27YmFyIFrcX3QXFi2o,https://api.spotify.com/v1/audio-analysis/6Kkt27YmFyIFrcX3QXFi2o,171728,4
0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,audio_features,6J2LdBN97cDWn0MLxYh9HB,spotify:track:6J2LdBN97cDWn0MLxYh9HB,https://api.spotify.com/v1/tracks/6J2LdBN97cDWn0MLxYh9HB,https://api.spotify.com/v1/audio-analysis/6J2LdBN97cDWn0MLxYh9HB,156106,4
0.464,0.126,11,-16.383,1,0.0647,0.816,3.67e-06,0.559,0.181,103.176,audio_features,5k5ZVVrn8Pu6ltw3wKuPCO,spotify:track:5k5ZVVrn8Pu6ltw3wKuPCO,https://api.spotify.com/v1/tracks/5k5ZVVrn8Pu6ltw3wKuPCO,https://api.spotify.com/v1/audio-analysis/5k5ZVVrn8Pu6ltw3wKuPCO,139806,4
0.519,0.612,5,-7.1,1,0.0254,0.181,7.08e-06,0.105,0.158,134.046,audio_features,4kFmM894Q4sgHDl4pZalza,spotify:track:4kFmM894Q4sgHDl4pZalza,https://api.spotify.com/v1/tracks/4kFmM894Q4sgHDl4pZalza,https://api.spotify.com/v1/audio-analysis/4kFmM894Q4sgHDl4pZalza,248044,4
0.225,0.547,2,-5.275,1,0.0355,0.00684,0.01,0.37,0.257,136.556,audio_features,62o5ETvaR1U8CqxVYancy4,spotify:track:62o5ETvaR1U8CqxVYancy4,https://api.spotify.com/v1/tracks/62o5ETvaR1U8CqxVYancy4,https://api.spotify.com/v1/audio-analysis/62o5ETvaR1U8CqxVYancy4,389036,3
0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4
0.303,0.187,2,-16.757,1,0.0356,0.989,0.499,0.102,0.212,132.679,audio_features,0V5cvmTKsYmF5FmGGEAfmS,spotify:track:0V5cvmTKsYmF5FmGGEAfmS,https://api.spotify.com/v1/tracks/0V5cvmTKsYmF5FmGGEAfmS,https://api.spotify.com/v1/audio-analysis/0V5cvmTKsYmF5FmGGEAfmS,160853,4
0.23,0.0969,0,-27.045,1,0.0415,0.934,0.76,0.106,0.129,134.774,audio_features,6SctHYL0HaQ5hFpUxXULYa,spotify:track:6SctHYL0HaQ5hFpUxXULYa,https://api.spotify.com/v1/tracks/6SctHYL0HaQ5hFpUxXULYa,https://api.spotify.com/v1/audio-analysis/6SctHYL0HaQ5hFpUxXULYa,202594,1
0.445,0.543,0,-8.196,1,0.0272,0.000825,0.0137,0.202,0.102,99.963,audio_features,3sslYZcFKtUvIEWN9lADgr,spotify:track:3sslYZcFKtUvIEWN9lADgr,https://api.spotify.com/v1/tracks/3sslYZcFKtUvIEWN9lADgr,https://api.spotify.com/v1/audio-analysis/3sslYZcFKtUvIEWN9lADgr,278640,4
0.211,0.499,11,-9.084,1,0.0338,0.00092,0.172,0.117,0.169,180.14,audio_features,4Q1GVYao4Z4fDZBv4KbI3y,spotify:track:4Q1GVYao4Z4fDZBv4KbI3y,https://api.spotify.com/v1/tracks/4Q1GVYao4Z4fDZBv4KbI3y,https://api.spotify.com/v1/audio-analysis/4Q1GVYao4Z4fDZBv4KbI3y,290097,3
0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,audio_features,4pvb0WLRcMtbPGmtejJJ6y,spotify:track:4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/tracks/4pvb0WLRcMtbPGmtejJJ6y,https://api.spotify.com/v1/audio-analysis/4pvb0WLRcMtbPGmtejJJ6y,285634,4
0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,audio_features,3GYlZ7tbxLOxe6ewMNVTkw,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/tracks/3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/audio-analysis/3GYlZ7tbxLOxe6ewMNVTkw,281381,4
0.593,0.263,4,-14.029,0,0.0567,0.844,5.36e-06,0.127,0.109,76.379,audio_features,2cbic3TiUENlJX91y67ARR,spotify:track:2cbic3TiUENlJX91y67ARR,https://api.spotify.com/v1/tracks/2cbic3TiUENlJX91y67ARR,https://api.spotify.com/v1/audio-analysis/2cbic3TiUENlJX91y67ARR,238520,4
0.605,0.299,6,-11.192,0,0.0264,0.751,0.474,0.0943,0.181,109.008,audio_features,21JL0gpeAYgbSUmzhgSPJz,spotify:track:21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/tracks/21JL0gpeAYgbSUmzhgSPJz,https://api.spotify.com/v1/audio-analysis/21JL0gpeAYgbSUmzhgSPJz,212467,4
0.523,0.18,2,-13.981,1,0.0429,0.93,0.00537,0.109,0.537,88.613,audio_features,0MIqB2F979ng3e9fLKEAt6,spotify:track:0MIqB2F979ng3e9fLKEAt6,https://api.spotify.com/v1/tracks/0MIqB2F979ng3e9fLKEAt6,https://api.spotify.com/v1/audio-analysis/0MIqB2F979ng3e9fLKEAt6,205657,4
0.459,0.54,10,-9.015,1,0.0322,0.709,0.00918,0.131,0.441,80.897,audio_features,7IAx9OvToHkT8C4ZlX9hwe,spotify:track:7IAx9OvToHkT8C4ZlX9hwe,https://api.spotify.com/v1/tracks/7IAx9OvToHkT8C4ZlX9hwe,https://api.spotify.com/v1/audio-analysis/7IAx9OvToHkT8C4ZlX9hwe,249259,4
0.418,0.383,4,-11.782,1,0.0257,0.0718,0.0177,0.0896,0.352,87.773,audio_features,5jafMI8FLibnjkYTZ33m0c,spotify:track:5jafMI8FLibnjkYTZ33m0c,https://api.spotify.com/v1/tracks/5jafMI8FLibnjkYTZ33m0c,https://api.spotify.com/v1/audio-analysis/5jafMI8FLibnjkYTZ33m0c,257480,4
0.519,0.0774,7,-23.593,0,0.0629,0.937,0.886,0.107,0.353,135.245,audio_features,3mtIUX9LrCpIUiAAv9SD4a,spotify:track:3mtIUX9LrCpIUiAAv9SD4a,https://api.spotify.com/v1/tracks/3mtIUX9LrCpIUiAAv9SD4a,https://api.spotify.com/v1/audio-analysis/3mtIUX9LrCpIUiAAv9SD4a,141200,3
0.424,0.157,9,-18.141,1,0.0428,0.95,0.0593,0.101,0.342,91.537,audio_features,4g5QKYTjNoAN8w5LmNbkwo,spotify:track:4g5QKYTjNoAN8w5LmNbkwo,https://api.spotify.com/v1/tracks/4g5QKYTjNoAN8w5LmNbkwo,https://api.spotify.com/v1/audio-analysis/4g5QKYTjNoAN8w5LmNbkwo,171653,4
0.492,0.144,7,-10.125,1,0.0708,0.965,1.84e-06,0.161,0.274,164.839,audio_features,1PfUKiMDKIlPEF9FfdJawc,spotify:track:1PfUKiMDKIlPEF9FfdJawc,https://api.spotify.com/v1/tracks/1PfUKiMDKIlPEF9FfdJawc,https://api.spotify.com/v1/audio-analysis/1PfUKiMDKIlPEF9FfdJawc,324302,3
0.431,0.284,2,-11.858,1,0.0432,0.871,0.000136,0.0899,0.229,98.317,audio_features,7x8pIrhMu9FCmqqHNyuH0P,spotify:track:7x8pIrhMu9FCmqqHNyuH0P,https://api.spotify.com/v1/tracks/7x8pIrhMu9FCmqqHNyuH0P,https://api.spotify.com/v1/audio-analysis/7x8pIrhMu9FCmqqHNyuH0P,204067,1
0.543,0.311,5,-10.018,0,0.0361,0.857,0.000684,0.0983,0.134,126.86,audio_features,3elOzp9X3B8vMGhJBWzbIF,spotify:track:3elOzp9X3B8vMGhJBWzbIF,https://api.spotify.com/v1/tracks/3elOzp9X3B8vMGhJBWzbIF,https://api.spotify.com/v1/audio-analysis/3elOzp9X3B8vMGhJBWzbIF,204213,4
0.257,0.409,7,-10.828,0,0.0363,0.899,0.00293,0.109,0.0794,145.759,audio_features,7ABWRukVQcXrIrDKDx5Gek,spotify:track:7ABWRukVQcXrIrDKDx5Gek,https://api.spotify.com/v1/tracks/7ABWRukVQcXrIrDKDx5Gek,https://api.spotify.com/v1/audio-analysis/7ABWRukVQcXrIrDKDx5Gek,181480,5
0.523,0.769,4,-5.855,1,0.0269,0.04,0.0,0.136,0.876,136.162,audio_features,0WQiDwKJclirSYG9v5tayI,spotify:track:0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/tracks/0WQiDwKJclirSYG9v5tayI,https://api.spotify.com/v1/audio-analysis/0WQiDwKJclirSYG9v5tayI,244587,4
0.595,0.367,4,-19.587,1,0.03,0.956,0.861,0.118,0.574,155.234,audio_features,3xfWt6RJrSA6HvwS3SRgXh,spotify:track:3xfWt6RJrSA6HvwS3SRgXh,https://api.spotify.com/v1/tracks/3xfWt6RJrSA6HvwS3SRgXh,https://api.spotify.com/v1/audio-analysis/3xfWt6RJrSA6HvwS3SRgXh,428040,4
0.467,0.462,1,-7.939,0,0.0271,0.37,0.0011,0.356,0.19,131.286,audio_features,3NQMi6VzmxmKeqhcbE02WI,spotify:track:3NQMi6VzmxmKeqhcbE02WI,https://api.spotify.com/v1/tracks/3NQMi6VzmxmKeqhcbE02WI,https://api.spotify.com/v1/audio-analysis/3NQMi6VzmxmKeqhcbE02WI,280187,4
0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,audio_features,6BrMEbPSSj55nQhkgf6DnE,spotify:track:6BrMEbPSSj55nQhkgf6DnE,https://api.spotify.com/v1/tracks/6BrMEbPSSj55nQhkgf6DnE,https://api.spotify.com/v1/audio-analysis/6BrMEbPSSj55nQhkgf6DnE,112707,3
0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,audio_features,26hOm7dTtBi0TdpDGl141t,spotify:track:26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,https://api.spotify.com/v1/audio-analysis/26hOm7dTtBi0TdpDGl141t,211667,4
0.672,0.129,4,-12.984,1,0.0336,0.888,6.03e-05,0.0891,0.17,114.935,audio_features,3Xy4XTx8YUspuzOAP1VteX,spotify:track:3Xy4XTx8YUspuzOAP1VteX,https://api.spotify.com/v1/tracks/3Xy4XTx8YUspuzOAP1VteX,https://api.spotify.com/v1/audio-analysis/3Xy4XTx8YUspuzOAP1VteX,262600,4
0.346,0.139,0,-15.326,1,0.0321,0.913,7.73e-05,0.0934,0.116,136.168,audio_features,5GZEeowhvSieFDiR8fQ2im,spotify:track:5GZEeowhvSieFDiR8fQ2im,https://api.spotify.com/v1/tracks/5GZEeowhvSieFDiR8fQ2im,https://api.spotify.com/v1/audio-analysis/5GZEeowhvSieFDiR8fQ2im,217947,4
0.52,0.341,9,-12.66,1,0.0534,0.842,0.0193,0.0971,0.052,140.914,audio_features,5VYCCPct242jtbidE13EKK,spotify:track:5VYCCPct242jtbidE13EKK,https://api.spotify.com/v1/tracks/5VYCCPct242jtbidE13EKK,https://api.spotify.com/v1/audio-analysis/5VYCCPct242jtbidE13EKK,299200,4
0.694,0.407,1,-10.325,0,0.0276,0.823,0.021,0.106,0.719,147.682,audio_features,63q9LqTK5iiZLy3cTvLMUf,spotify:track:63q9LqTK5iiZLy3cTvLMUf,https://api.spotify.com/v1/tracks/63q9LqTK5iiZLy3cTvLMUf,https://api.spotify.com/v1/audio-analysis/63q9LqTK5iiZLy3cTvLMUf,160991,4
0.715,0.32,2,-10.74,1,0.0293,0.887,1.46e-05,0.287,0.23,107.87,audio_features,0PU4uOzbHVnGsRHyGhiDCr,spotify:track:0PU4uOzbHVnGsRHyGhiDCr,https://api.spotify.com/v1/tracks/0PU4uOzbHVnGsRHyGhiDCr,https://api.spotify.com/v1/audio-analysis/0PU4uOzbHVnGsRHyGhiDCr,116467,3
0.589,0.419,5,-6.524,0,0.0275,0.213,0.000187,0.106,0.154,132.121,audio_features,3bt6gBOA41MHQfXy0Jf855,spotify:track:3bt6gBOA41MHQfXy0Jf855,https://api.spotify.com/v1/tracks/3bt6gBOA41MHQfXy0Jf855,https://api.spotify.com/v1/audio-analysis/3bt6gBOA41MHQfXy0Jf855,332987,4
0.546,0.128,0,-13.162,1,0.0393,0.943,0.0225,0.0987,0.326,119.037,audio_features,2NE61HPxiQyPbNhggQqrzG,spotify:track:2NE61HPxiQyPbNhggQqrzG,https://api.spotify.com/v1/tracks/2NE61HPxiQyPbNhggQqrzG,https://api.spotify.com/v1/audio-analysis/2NE61HPxiQyPbNhggQqrzG,125440,4
0.647,0.834,7,-5.279,0,0.0342,0.0748,0.305,0.0833,0.0478,128.001,audio_features,0sEkSDwCxjik95zgWLuzd5,spotify:track:0sEkSDwCxjik95zgWLuzd5,https://api.spotify.com/v1/tracks/0sEkSDwCxjik95zgWLuzd5,https://api.spotify.com/v1/audio-analysis/0sEkSDwCxjik95zgWLuzd5,246758,4
0.647,0.228,2,-19.288,1,0.0668,0.841,0.00149,0.108,0.189,119.828,audio_features,6qrcJkIpuWpxH0ruS8WVAy,spotify:track:6qrcJkIpuWpxH0ruS8WVAy,https://api.spotify.com/v1/tracks/6qrcJkIpuWpxH0ruS8WVAy,https://api.spotify.com/v1/audio-analysis/6qrcJkIpuWpxH0ruS8WVAy,197000,4
0.573,0.264,5,-8.955,1,0.0365,0.827,1.71e-05,0.103,0.379,129.791,audio_features,5BKJAuVMDyrFvUTo4dIaiK,spotify:track:5BKJAuVMDyrFvUTo4dIaiK,https://api.spotify.com/v1/tracks/5BKJAuVMDyrFvUTo4dIaiK,https://api.spotify.com/v1/audio-analysis/5BKJAuVMDyrFvUTo4dIaiK,153719,4
0.723,0.875,1,-5.052,0,0.0605,0.259,0.0283,0.224,0.496,130.015,audio_features,6q36Cqt2d3O5jqrQR9uXCp,spotify:track:6q36Cqt2d3O5jqrQR9uXCp,https://api.spotify.com/v1/tracks/6q36Cqt2d3O5jqrQR9uXCp,https://api.spotify.com/v1/audio-analysis/6q36Cqt2d3O5jqrQR9uXCp,251201,4
0.821,0.44,2,-10.612,1,0.0569,0.291,0.0552,0.101,0.179,129.985,audio_features,74qKLdiiTnXNqh2Co21RlJ,spotify:track:74qKLdiiTnXNqh2Co21RlJ,https://api.spotify.com/v1/tracks/74qKLdiiTnXNqh2Co21RlJ,https://api.spotify.com/v1/audio-analysis/74qKLdiiTnXNqh2Co21RlJ,206885,4
0.663,0.652,11,-6.628,0,0.0598,0.15,1.56e-05,0.318,0.21,149.994,audio_features,23ntTt28Gi43YbexAyAP8K,spotify:track:23ntTt28Gi43YbexAyAP8K,https://api.spotify.com/v1/tracks/23ntTt28Gi43YbexAyAP8K,https://api.spotify.com/v1/audio-analysis/23ntTt28Gi43YbexAyAP8K,208440,4
0.452,0.465,4,-10.006,0,0.0344,0.0589,0.000524,0.095,0.0832,149.586,audio_features,39glqzRVRAy4vq3PqeTGb8,spotify:track:39glqzRVRAy4vq3PqeTGb8,https://api.spotify.com/v1/tracks/39glqzRVRAy4vq3PqeTGb8,https://api.spotify.com/v1/audio-analysis/39glqzRVRAy4vq3PqeTGb8,256043,4
0.396,0.597,9,-5.819,1,0.0358,0.308,1.8e-06,0.0607,0.185,170.061,audio_features,6bfyfZ0UV3K9Broh54iXaw,spotify:track:6bfyfZ0UV3K9Broh54iXaw,https://api.spotify.com/v1/tracks/6bfyfZ0UV3K9Broh54iXaw,https://api.spotify.com/v1/audio-analysis/6bfyfZ0UV3K9Broh54iXaw,292634,4
0.795,0.474,6,-8.166,1,0.0642,0.0213,0.758,0.0967,0.477,120.017,audio_features,2R2haDSmphwkn4kANdHU5P,spotify:track:2R2haDSmphwkn4kANdHU5P,https://api.spotify.com/v1/tracks/2R2haDSmphwkn4kANdHU5P,https://api.spotify.com/v1/audio-analysis/2R2haDSmphwkn4kANdHU5P,264046,4
